Time, Microgrid1.Inverter.Pref, Microgrid1.Inverter.P1, Microgrid1.ESS.Lead acid.SOC
0.25, 0.0, 6802.18896484375, 0.5118876695632935
0.5, 0.0, 426.6697998046875, 0.5266058444976807
0.75, 0.0, -2102.712890625, 0.5401170253753662
1.0, 0.0, -1373.0447998046875, 0.5539045929908752
1.25, 0.0, -618.3067016601562, 0.561896026134491
1.5, 0.0, -263.1080017089844, 0.5635778903961182
1.75, 0.0, -139.01708984375, 0.5638700127601624
2.0, 0.0, -100.90291595458984, 0.5639301538467407
2.25, 0.0, -86.77107238769531, 0.5639517903327942
2.5, 0.0, -80.19269561767578, 0.5639662146568298
2.75, 0.0, -74.99376678466797, 0.5639792084693909
3.0, 0.0, -71.37364196777344, 0.563991367816925
3.25, 0.0, -68.70270538330078, 0.564004123210907
3.5, 0.0, -66.01996612548828, 0.5640161633491516
3.75, 0.0, -63.02452850341797, 0.5640290975570679
4.0, 2000.0, -25.81822967529297, 0.5640418529510498
4.25, 2000.0, 87.91728210449219, 0.5640543699264526
4.5, 2000.0, 1044.8209228515625, 0.5640665888786316
4.75, 2000.0, 1547.029296875, 0.5640761256217957
5.0, 2000.0, 1795.0941162109375, 0.5640836954116821
5.25, 2000.0, 1902.3223876953125, 0.5640910267829895
5.5, 2000.0, 1944.5218505859375, 0.5640977025032043
5.75, 2000.0, 1964.6258544921875, 0.5641045570373535
6.0, 2000.0, 1985.7906494140625, 0.5641114115715027
6.25, 2000.0, 1990.8570556640625, 0.5641182065010071
6.5, 2000.0, 1990.66796875, 0.5641245245933533
6.75, 2000.0, 1995.94921875, 0.5641312599182129
7.0, 2000.0, 1998.739501953125, 0.5641380548477173
7.25, 2000.0, 2000.3609619140625, 0.5641447305679321
7.5, 2000.0, 2000.0225830078125, 0.5641514658927917
7.75, 2000.0, 2000.9705810546875, 0.5641582012176514
8.0, 2000.0, 2001.336669921875, 0.5641649961471558
8.25, 2000.0, 2001.299072265625, 0.5641717910766602
8.5, 2000.0, 1999.3028564453125, 0.5641785264015198
8.75, 3000.0, 2608.369873046875, 0.5641851425170898
9.0, 3000.0, 2867.559326171875, 0.5641905069351196
9.25, 3000.0, 2940.8076171875, 0.5641950368881226
9.5, 3000.0, 2966.072998046875, 0.5641995072364807
9.75, 3000.0, 2983.33203125, 0.5642038583755493
10.0, 3000.0, 2991.57080078125, 0.5642083287239075
10.25, 3000.0, 2991.664794921875, 0.5642127394676208
