Time, Microgrid1.Inverter.Pref, Microgrid1.Inverter.P1, Microgrid1.ESS.Lead acid.SOC
66.75, 5000.0, 5003.60693359375, 0.5639915466308594
67.0, 5000.0, 4999.873046875, 0.5639911890029907
67.25, 5000.0, 5001.48828125, 0.5639907121658325
67.5, 5000.0, 5001.01708984375, 0.5639901757240295
67.75, 5000.0, 4997.95361328125, 0.5639896392822266
68.0, 5000.0, 4998.59765625, 0.5639891624450684
68.25, 5000.0, 4998.6083984375, 0.5639886260032654
68.5, 5000.0, 4997.28173828125, 0.5639880895614624
68.75, 5000.0, 5000.52099609375, 0.5639876127243042
69.0, 5000.0, 5000.96630859375, 0.5639870762825012
69.25, 5000.0, 4999.9111328125, 0.5639865398406982
69.5, 5000.0, 4999.0361328125, 0.56398606300354
69.75, 5000.0, 5000.0888671875, 0.5639855265617371
70.0, 5000.0, 5001.96337890625, 0.5639849901199341
70.25, 4000.0, 4954.31591796875, 0.5639844536781311
70.5, 4000.0, 4250.53369140625, 0.5639843344688416
70.75, 4000.0, 4074.2978515625, 0.5639849305152893
71.0, 4000.0, 4024.93017578125, 0.5639859437942505
71.25, 4000.0, 4005.224853515625, 0.563987135887146
71.5, 4000.0, 4001.6220703125, 0.563988447189331
71.75, 4000.0, 4000.62744140625, 0.5639896988868713
72.0, 4000.0, 3997.935302734375, 0.5639910101890564
72.25, 4000.0, 3998.18017578125, 0.5639923214912415
72.5, 4000.0, 3999.28271484375, 0.563993513584137
72.75, 4000.0, 3999.9453125, 0.563994824886322
73.0, 4000.0, 4000.048828125, 0.5639961361885071
73.25, 4000.0, 4000.146728515625, 0.5639974474906921
73.5, 4000.0, 4000.285888671875, 0.5639986395835876
73.75, 4000.0, 4000.229248046875, 0.5639999508857727
74.0, 4000.0, 4000.4814453125, 0.5640012621879578
74.25, 4000.0, 3998.991455078125, 0.5640025734901428
74.5, 4000.0, 3999.9150390625, 0.5640038847923279
74.75, 4000.0, 4000.7109375, 0.5640051960945129
75.0, 3200.0, 3886.85546875, 0.564006507396698
75.25, 3200.0, 3267.89892578125, 0.564008355140686
75.5, 3200.0, 3172.49462890625, 0.5640115141868591
75.75, 3200.0, 3175.919189453125, 0.5640152096748352
76.0, 3200.0, 3183.4931640625, 0.5640190839767456
76.25, 3200.0, 3192.773193359375, 0.5640230774879456
76.5, 3200.0, 3195.3642578125, 0.5640271306037903
76.75, 3200.0, 3197.214111328125, 0.5640312433242798
77.0, 3200.0, 3200.43017578125, 0.5640352964401245
77.25, 3200.0, 3199.861083984375, 0.5640392899513245
77.5, 3200.0, 3197.3837890625, 0.564043402671814
77.75, 3200.0, 3201.31787109375, 0.5640474557876587
78.0, 3200.0, 3200.46044921875, 0.5640514492988586
78.25, 3200.0, 3201.228759765625, 0.5640555620193481
78.5, 3200.0, 3198.976806640625, 0.5640596747398376
78.75, 3200.0, 3199.382568359375, 0.5640637278556824
79.0, 3200.0, 3199.168212890625, 0.5640676021575928
79.25, 3200.0, 3197.519287109375, 0.5640716552734375
79.5, 3200.0, 3198.702392578125, 0.564075767993927
79.75, 1400.0, 2763.435546875, 0.5640798807144165
80.0, 1400.0, 2008.1663818359375, 0.5640849471092224
80.25, 1400.0, 1774.4588623046875, 0.5640913248062134
80.5, 1400.0, 1626.607177734375, 0.5640984177589417
80.75, 1400.0, 1533.3721923828125, 0.564106285572052
81.0, 1400.0, 1473.0655517578125, 0.5641142129898071
81.25, 1400.0, 1444.3431396484375, 0.5641221404075623
81.5, 1400.0, 1426.5771484375, 0.5641297101974487
81.75, 1400.0, 1416.5235595703125, 0.5641375780105591
82.0, 1400.0, 1410.733642578125, 0.5641453266143799
82.25, 1400.0, 1407.260009765625, 0.5641535520553589
82.5, 1400.0, 1403.391845703125, 0.5641617774963379
82.75, 1400.0, 1402.691162109375, 0.5641699433326721
83.0, 1400.0, 1400.2926025390625, 0.5641782283782959
83.25, 1400.0, 1400.6524658203125, 0.5641863346099854
83.5, 1400.0, 1400.8155517578125, 0.5641945600509644
83.75, 1400.0, 1400.2037353515625, 0.5642027854919434
84.0, 1400.0, 1400.2550048828125, 0.5642110109329224
84.25, 1400.0, 1399.6563720703125, 0.5642191171646118
84.5, 5600.0, 2703.1025390625, 0.5642273426055908
84.75, 5600.0, 4615.02099609375, 0.5642316341400146
85.0, 5600.0, 5210.44580078125, 0.5642321109771729
85.25, 5600.0, 5421.6669921875, 0.564231276512146
85.5, 5600.0, 5509.7451171875, 0.5642296671867371
85.75, 5600.0, 5561.43701171875, 0.5642278790473938
86.0, 5600.0, 5583.29833984375, 0.5642260909080505
86.25, 5600.0, 5591.732421875, 0.5642242431640625
86.5, 5600.0, 5594.86962890625, 0.5642224550247192
86.75, 5600.0, 5596.89111328125, 0.564220666885376
87.0, 5600.0, 5598.05419921875, 0.5642187595367432
87.25, 5600.0, 5597.3544921875, 0.5642169117927551
87.5, 5600.0, 5599.74755859375, 0.5642150044441223
87.75, 5600.0, 5599.06201171875, 0.5642131567001343
88.0, 5600.0, 5600.65380859375, 0.5642113089561462
88.25, 5600.0, 5598.2919921875, 0.5642094612121582
88.5, 5600.0, 5601.7451171875, 0.5642075538635254
88.75, 5600.0, 5599.7880859375, 0.5642056465148926
89.0, 5600.0, 5602.06884765625, 0.5642037987709045
89.25, 7000.0, 6379.95263671875, 0.5642018914222717
89.5, 7000.0, 7082.2978515625, 0.5641980171203613
89.75, 7000.0, 7066.5751953125, 0.564191460609436
90.0, 7000.0, 7026.6181640625, 0.5641837120056152
90.25, 7000.0, 7012.7470703125, 0.5641759634017944
90.5, 7000.0, 7002.767578125, 0.5641682147979736
90.75, 7000.0, 7000.1708984375, 0.5641605257987976
91.0, 7000.0, 7000.71533203125, 0.5641528367996216
91.25, 7000.0, 7000.595703125, 0.5641452074050903
91.5, 7000.0, 6999.8330078125, 0.5641376376152039
91.75, 7000.0, 7000.81298828125, 0.5641300082206726
92.0, 7000.0, 7000.12451171875, 0.5641223192214966
92.25, 7000.0, 7000.5390625, 0.5641146898269653
92.5, 7000.0, 7000.3154296875, 0.5641070008277893
92.75, 7000.0, 7000.31201171875, 0.5640993118286133
93.0, 7000.0, 7000.22021484375, 0.5640915632247925
93.25, 7000.0, 6999.1533203125, 0.5640841126441956
93.5, 7000.0, 7000.9130859375, 0.564076840877533
