Time, Microgrid1.Inverter.Pref, Microgrid1.Inverter.P1, Microgrid1.ESS.Lead acid.SOC, Microgrid1.PV.P
115.25, 5000.0, 5002.07666015625, 0.5641069412231445, 4146.0849609375
115.5, 5000.0, 4999.087890625, 0.5641064047813416, 4146.0849609375
115.75, 5000.0, 4999.16015625, 0.5641058683395386, 4146.0849609375
116.0, 5000.0, 5001.98779296875, 0.5641053318977356, 4146.0849609375
116.25, 5000.0, 4999.900390625, 0.5641047954559326, 4146.0849609375
116.5, 5000.0, 4998.7119140625, 0.5641042590141296, 4146.0849609375
116.75, 5000.0, 5001.11181640625, 0.5641037225723267, 4146.0849609375
117.0, 5000.0, 5000.2734375, 0.5641031861305237, 4146.0849609375
117.25, 5000.0, 4998.953125, 0.5641027092933655, 4146.0849609375
117.5, 5000.0, 5000.73486328125, 0.5641021728515625, 4146.0849609375
117.75, 4000.0, 4463.92333984375, 0.5641016960144043, 4146.0849609375
118.0, 4000.0, 4130.81201171875, 0.5641019940376282, 4146.0849609375
118.25, 4000.0, 4041.188720703125, 0.5641028881072998, 4146.0849609375
118.5, 4000.0, 4011.51416015625, 0.5641040205955505, 4146.0849609375
118.75, 4000.0, 4004.15673828125, 0.5641052722930908, 4146.0849609375
119.0, 4000.0, 3999.678466796875, 0.5641065835952759, 4146.0849609375
119.25, 4000.0, 3998.166259765625, 0.5641078352928162, 4146.0849609375
119.5, 4000.0, 3998.04296875, 0.5641091465950012, 4146.0849609375
119.75, 4000.0, 3999.2685546875, 0.5641104578971863, 4146.0849609375
120.0, 4000.0, 3999.669921875, 0.5641117095947266, 4146.0849609375
120.25, 4000.0, 4000.53369140625, 0.5641130208969116, 4146.0849609375
120.5, 4000.0, 4000.246826171875, 0.5641142725944519, 4146.0849609375
120.75, 4000.0, 3999.868408203125, 0.5641155242919922, 4146.0849609375
121.0, 4000.0, 4000.13232421875, 0.5641168355941772, 4146.0849609375
121.25, 4000.0, 4000.3857421875, 0.5641181468963623, 4146.0849609375
121.5, 4000.0, 4000.42724609375, 0.5641194581985474, 4146.0849609375
121.75, 4000.0, 4000.168701171875, 0.5641207098960876, 4146.0849609375
122.0, 4000.0, 3999.58935546875, 0.5641220211982727, 4146.0849609375
122.25, 4000.0, 3999.69140625, 0.564123272895813, 4146.0849609375
122.5, 3200.0, 3452.1416015625, 0.5641247034072876, 4146.0849609375
122.75, 3200.0, 3195.89013671875, 0.5641272664070129, 4146.0849609375
123.0, 3200.0, 3170.7451171875, 0.5641307830810547, 4146.0849609375
123.25, 3200.0, 3181.530517578125, 0.5641344785690308, 4146.0849609375
123.5, 3200.0, 3186.361328125, 0.5641382336616516, 4146.0849609375
123.75, 3200.0, 3195.818115234375, 0.5641422271728516, 4146.0849609375
124.0, 3200.0, 3195.2587890625, 0.5641463994979858, 4146.0849609375
124.25, 3200.0, 3196.18603515625, 0.5641503930091858, 4146.0849609375
124.5, 3200.0, 3199.469970703125, 0.5641542673110962, 4146.0849609375
124.75, 3200.0, 3198.153564453125, 0.5641583204269409, 4146.0849609375
125.0, 3200.0, 3197.5966796875, 0.5641624331474304, 4146.0849609375
125.25, 3200.0, 3201.64453125, 0.5641664862632751, 4146.0849609375
125.5, 3200.0, 3199.54931640625, 0.5641704201698303, 4146.0849609375
125.75, 3200.0, 3198.5048828125, 0.5641745328903198, 4146.0849609375
126.0, 3200.0, 3198.941162109375, 0.5641786456108093, 4146.0849609375
126.25, 3200.0, 3199.896240234375, 0.564182698726654, 4146.0849609375
126.5, 3200.0, 3198.9521484375, 0.5641868114471436, 4146.0849609375
126.75, 3200.0, 3199.212890625, 0.5641908645629883, 4146.0849609375
127.0, 3200.0, 3197.925537109375, 0.564194917678833, 4146.0849609375
127.25, 1400.0, 2311.35693359375, 0.5641992688179016, 4146.0849609375
127.5, 1400.0, 1897.18017578125, 0.5642049312591553, 4146.0849609375
127.75, 1400.0, 1705.0860595703125, 0.5642116665840149, 4146.0849609375
128.0, 1400.0, 1587.228271484375, 0.5642186999320984, 4146.0849609375
128.25, 1400.0, 1509.418212890625, 0.5642264485359192, 4146.0849609375
128.5, 1400.0, 1462.109619140625, 0.5642345547676086, 4146.0849609375
128.75, 1400.0, 1439.468994140625, 0.5642424821853638, 4146.0849609375
129.0, 1400.0, 1423.80322265625, 0.564250111579895, 4146.0849609375
