Time, RegD [W], Tie Power [W], Total Pref [W]
25.75, -370.7528381347656, -4498.32568359375, 0.0
26.0, -370.7528381347656, -4499.19677734375, 0.0
26.25, -370.7528381347656, -4498.09716796875, 0.0
26.5, -370.7528381347656, -4497.5390625, 0.0
26.75, -370.7528381347656, -4498.07080078125, 0.0
27.0, -492.75311279296875, -4497.29736328125, 0.0
27.25, -492.75311279296875, -4497.16943359375, 0.0
27.5, -492.75311279296875, -4497.9990234375, 0.0
27.75, -492.75311279296875, -4497.8408203125, 0.0
28.0, -492.75311279296875, -4497.951171875, 0.0
