Time, RegD [W], Tie Power [W], Total Pref [W]
50.0, -1141.5032958984375, -1137.205810546875, -1018.0
50.25, -1141.5032958984375, -1133.580810546875, -1018.0
50.5, -1141.5032958984375, -1141.656005859375, -1018.0
50.75, -1141.5032958984375, -1140.85400390625, -1018.0
51.0, -1271.5032958984375, -1132.36181640625, -1018.0
51.25, -1271.5032958984375, -1144.177734375, -1043.0
51.5, -1271.5032958984375, -1163.7037353515625, -1043.0
51.75, -1271.5032958984375, -1168.41796875, -1043.0
52.0, -1271.5032958984375, -1169.107177734375, -1043.0
52.25, -1271.5032958984375, -1165.8702392578125, -1066.0
52.5, -1271.5032958984375, -1197.5281982421875, -1140.0
52.75, -1271.5032958984375, -1248.146484375, -1140.0
53.0, -1271.5032958984375, -1261.662841796875, -1140.0
53.25, -1271.5032958984375, -1264.271484375, -1140.0
53.5, -1271.5032958984375, -1266.0474853515625, -1140.0
53.75, -1271.5032958984375, -1259.1060791015625, -1140.0
54.0, -1271.5032958984375, -1256.3870849609375, -1140.0
54.25, -1271.5032958984375, -1258.4395751953125, -1140.0
54.5, -1271.5032958984375, -1260.6717529296875, -1140.0
54.75, -1271.5032958984375, -1260.5771484375, -1140.0
55.0, -1373.7523193359375, -1257.59375, -1140.0
55.25, -1373.7523193359375, -1315.9241943359375, -1220.0
55.5, -1373.7523193359375, -1368.2862548828125, -1273.0
55.75, -1373.7523193359375, -1386.2430419921875, -1273.0
56.0, -1373.7523193359375, -1393.596923828125, -1273.0
56.25, -1373.7523193359375, -1397.077880859375, -1273.0
56.5, -1373.7523193359375, -1399.21875, -1273.0
56.75, -1373.7523193359375, -1397.3409423828125, -1273.0
57.0, -1373.7523193359375, -1389.575439453125, -1273.0
57.25, -1373.7523193359375, -1392.2037353515625, -1273.0
57.5, -1373.7523193359375, -1394.264892578125, -1273.0
57.75, -1373.7523193359375, -1399.6875, -1273.0
58.0, -1373.7523193359375, -1396.76953125, -1273.0
58.25, -1373.7523193359375, -1397.5498046875, -1273.0
58.5, -1373.7523193359375, -1392.3460693359375, -1273.0
58.75, -1373.7523193359375, -1389.5867919921875, -1273.0
59.0, -1457.001953125, -1392.2772216796875, -1273.0
59.25, -1457.001953125, -1427.658935546875, -1346.0
59.5, -1457.001953125, -1470.989990234375, -1378.0
59.75, -1457.001953125, -1490.598876953125, -1378.0
60.0, -1457.001953125, -1498.0703125, -1378.0
60.25, -1457.001953125, -1501.1092529296875, -1378.0
60.5, -1457.001953125, -1506.15966796875, -1378.0
60.75, -1457.001953125, -1500.6483154296875, -1378.0
61.0, -1457.001953125, -1498.0228271484375, -1378.0
61.25, -1457.001953125, -1503.7235107421875, -1378.0
61.5, -1457.001953125, -1499.01953125, -1378.0
61.75, -1457.001953125, -1501.645263671875, -1378.0
62.0, -1457.001953125, -1498.53564453125, -1378.0
62.25, -1457.001953125, -1500.718994140625, -1378.0
62.5, -1457.001953125, -1503.958984375, -1378.0
62.75, -1457.001953125, -1496.3245849609375, -1378.0
63.0, -1536.251953125, -1495.4345703125, -1378.0
63.25, -1536.251953125, -1514.7220458984375, -1407.0
63.5, -1536.251953125, -1524.21826171875, -1439.0
63.75, -1536.251953125, -1559.482666015625, -1458.0
64.0, -1536.251953125, -1580.307373046875, -1458.0
64.25, -1536.251953125, -1574.673828125, -1458.0
64.5, -1536.251953125, -1573.8927001953125, -1458.0
64.75, -1536.251953125, -1574.5380859375, -1458.0
65.0, -1536.251953125, -1570.714111328125, -1458.0
65.25, -1536.251953125, -1573.2659912109375, -1458.0
65.5, -1536.251953125, -1578.058349609375, -1458.0
65.75, -1536.251953125, -1572.9853515625, -1458.0
66.0, -1536.251953125, -1565.8321533203125, -1458.0
66.25, -1536.251953125, -1569.486328125, -1458.0
66.5, -1536.251953125, -1571.2100830078125, -1458.0
66.75, -1536.251953125, -1573.2520751953125, -1458.0
67.0, -1594.251220703125, -1573.5616455078125, -1458.0
67.25, -1594.251220703125, -1579.55517578125, -1479.0
67.5, -1594.251220703125, -1623.3343505859375, -1530.0
67.75, -1594.251220703125, -1637.4527587890625, -1536.0
68.0, -1594.251220703125, -1644.4827880859375, -1536.0
68.25, -1594.251220703125, -1651.1929931640625, -1536.0
68.5, -1594.251220703125, -1649.73193359375, -1536.0
68.75, -1594.251220703125, -1650.08544921875, -1536.0
69.0, -1594.251220703125, -1650.467529296875, -1536.0
69.25, -1594.251220703125, -1656.1143798828125, -1536.0
69.5, -1594.251220703125, -1657.0765380859375, -1536.0
69.75, -1594.251220703125, -1648.837646484375, -1536.0
70.0, -1594.251220703125, -1652.084716796875, -1536.0
70.25, -1594.251220703125, -1649.1781005859375, -1536.0
70.5, -1594.251220703125, -1651.4915771484375, -1536.0
70.75, -1594.251220703125, -1650.2607421875, -1536.0
71.0, -1637.0009765625, -1655.2137451171875, -1564.0
71.25, -1637.0009765625, -1692.1337890625, -1598.0
71.5, -1637.0009765625, -1709.341064453125, -1598.0
71.75, -1637.0009765625, -1708.262451171875, -1598.0
72.0, -1637.0009765625, -1716.567626953125, -1598.0
72.25, -1637.0009765625, -1724.8466796875, -1598.0
72.5, -1637.0009765625, -1715.4161376953125, -1598.0
72.75, -1637.0009765625, -1721.6121826171875, -1598.0
73.0, -1637.0009765625, -1717.06982421875, -1598.0
73.25, -1637.0009765625, -1717.2613525390625, -1598.0
73.5, -1637.0009765625, -1719.448486328125, -1598.0
73.75, -1637.0009765625, -1722.4638671875, -1598.0
74.0, -1637.0009765625, -1722.526123046875, -1598.0
74.25, -1637.0009765625, -1717.5557861328125, -1598.0
74.5, -1637.0009765625, -1716.177490234375, -1598.0
74.75, -1637.0009765625, -1718.939697265625, -1598.0
75.0, -1677.0009765625, -1721.825439453125, -1598.0
75.25, -1677.0009765625, -1724.70263671875, -1638.0
75.5, -1677.0009765625, -1758.3453369140625, -1650.0
75.75, -1677.0009765625, -1767.1192626953125, -1650.0
76.0, -1677.0009765625, -1765.4241943359375, -1650.0
76.25, -1677.0009765625, -1767.25732421875, -1650.0
76.5, -1677.0009765625, -1769.690185546875, -1650.0
76.75, -1677.0009765625, -1772.0443115234375, -1650.0
77.0, -1677.0009765625, -1773.654296875, -1650.0
77.25, -1677.0009765625, -1771.9952392578125, -1650.0
77.5, -1677.0009765625, -1765.9627685546875, -1650.0
77.75, -1677.0009765625, -1768.697509765625, -1650.0
78.0, -1677.0009765625, -1769.998779296875, -1650.0
78.25, -1677.0009765625, -1773.700439453125, -1650.0
78.5, -1677.0009765625, -1769.544921875, -1650.0
78.75, -1677.0009765625, -1767.25341796875, -1650.0
79.0, -1717.0009765625, -1768.9691162109375, -1650.0
79.25, -1717.0009765625, -1776.3697509765625, -1662.0
79.5, -1717.0009765625, -1789.5372314453125, -1678.0
79.75, -1717.0009765625, -1796.849853515625, -1678.0
80.0, -1717.0009765625, -1791.0928955078125, -1678.0
80.25, -1717.0009765625, -1795.11962890625, -1678.0
80.5, -1717.0009765625, -1799.827392578125, -1678.0
80.75, -1717.0009765625, -1798.6668701171875, -1678.0
81.0, -1717.0009765625, -1800.1795654296875, -1678.0
81.25, -1717.0009765625, -1801.1214599609375, -1678.0
81.5, -1717.0009765625, -1793.8818359375, -1678.0
81.75, -1717.0009765625, -1795.739501953125, -1678.0
82.0, -1717.0009765625, -1800.711181640625, -1678.0
82.25, -1717.0009765625, -1804.6871337890625, -1678.0
82.5, -1717.0009765625, -1797.3692626953125, -1678.0
82.75, -1717.0009765625, -1804.92529296875, -1678.0
83.0, -1734.500244140625, -1804.26953125, -1684.0
83.25, -1734.500244140625, -1814.8758544921875, -1719.0
83.5, -1734.500244140625, -1831.171630859375, -1719.0
83.75, -1734.500244140625, -1839.7647705078125, -1719.0
84.0, -1734.500244140625, -1840.5965576171875, -1719.0
84.25, -1734.500244140625, -1844.7728271484375, -1719.0
84.5, -1734.500244140625, -1837.1448974609375, -1719.0
84.75, -1734.500244140625, -1836.3482666015625, -1719.0
85.0, -1734.500244140625, -1843.10498046875, -1719.0
85.25, -1734.500244140625, -1837.0341796875, -1719.0
85.5, -1734.500244140625, -1841.0755615234375, -1719.0
85.75, -1734.500244140625, -1842.467529296875, -1719.0
86.0, -1734.500244140625, -1841.76513671875, -1719.0
86.25, -1734.500244140625, -1839.79345703125, -1719.0
86.5, -1734.500244140625, -1842.1883544921875, -1719.0
86.75, -1734.500244140625, -1837.6292724609375, -1719.0
87.0, -1737.0, -1840.3050537109375, -1719.0
87.25, -1737.0, -1845.4375, -1726.0
87.5, -1737.0, -1851.43310546875, -1734.0
87.75, -1737.0, -1850.419677734375, -1735.0
88.0, -1737.0, -1856.1334228515625, -1735.0
88.25, -1737.0, -1861.6812744140625, -1735.0
88.5, -1737.0, -1859.8642578125, -1735.0
88.75, -1737.0, -1856.16259765625, -1735.0
89.0, -1737.0, -1851.15576171875, -1735.0
89.25, -1737.0, -1854.7677001953125, -1735.0
89.5, -1737.0, -1852.5162353515625, -1735.0
89.75, -1737.0, -1859.53466796875, -1735.0
90.0, -1737.0, -1856.8521728515625, -1735.0
90.25, -1737.0, -1854.7069091796875, -1735.0
90.5, -1737.0, -1854.97216796875, -1735.0
90.75, -1737.0, -1857.515380859375, -1735.0
91.0, -1736.25, -1857.89306640625, -1735.0
91.25, -1736.25, -1858.306884765625, -1738.0
91.5, -1736.25, -1857.228515625, -1737.0
91.75, -1736.25, -1858.084228515625, -1737.0
92.0, -1736.25, -1854.36669921875, -1739.0
92.25, -1736.25, -1861.245361328125, -1739.0
92.5, -1736.25, -1862.7335205078125, -1739.0
92.75, -1736.25, -1857.8453369140625, -1739.0
93.0, -1736.25, -1857.13720703125, -1739.0
93.25, -1736.25, -1856.460205078125, -1739.0
93.5, -1736.25, -1857.0926513671875, -1739.0
93.75, -1736.25, -1859.8841552734375, -1739.0
94.0, -1736.25, -1856.226318359375, -1739.0
94.25, -1736.25, -1860.500732421875, -1739.0
94.5, -1736.25, -1858.1087646484375, -1739.0
94.75, -1736.25, -1864.7269287109375, -1739.0
95.0, -1707.4990234375, -1865.46484375, -1735.0
95.25, -1707.4990234375, -1855.8587646484375, -1743.0
95.5, -1707.4990234375, -1862.31494140625, -1740.0
95.75, -1707.4990234375, -1856.605712890625, -1740.0
96.0, -1707.4990234375, -1862.2760009765625, -1740.0
96.25, -1707.4990234375, -1863.856201171875, -1740.0
96.5, -1707.4990234375, -1866.8187255859375, -1740.0
96.75, -1707.4990234375, -1860.5279541015625, -1740.0
97.0, -1707.4990234375, -1858.8743896484375, -1740.0
97.25, -1707.4990234375, -1860.73046875, -1740.0
97.5, -1707.4990234375, -1858.0970458984375, -1740.0
97.75, -1707.4990234375, -1861.27978515625, -1740.0
98.0, -1707.4990234375, -1857.0367431640625, -1740.0
98.25, -1707.4990234375, -1860.6346435546875, -1740.0
98.5, -1707.4990234375, -1864.2694091796875, -1740.0
98.75, -1707.4990234375, -1865.0670166015625, -1740.0
99.0, -1658.2486572265625, -1858.6944580078125, -1740.0
99.25, -1658.2486572265625, -1855.420654296875, -1732.0
99.5, -1658.2486572265625, -1851.31689453125, -1732.0
99.75, -1658.2486572265625, -1842.8558349609375, -1712.0
100.0, -1658.2486572265625, -1827.2607421875, -1708.0
100.25, -1658.2486572265625, -1824.9287109375, -1707.0
100.5, -1658.2486572265625, -1826.055419921875, -1707.0
100.75, -1658.2486572265625, -1816.48828125, -1707.0
101.0, -1658.2486572265625, -1825.11767578125, -1707.0
101.25, -1658.2486572265625, -1821.50244140625, -1707.0
101.5, -1658.2486572265625, -1820.1556396484375, -1707.0
101.75, -1658.2486572265625, -1819.1807861328125, -1707.0
102.0, -1658.2486572265625, -1820.95849609375, -1707.0
102.25, -1658.2486572265625, -1816.4066162109375, -1707.0
102.5, -1658.2486572265625, -1820.889892578125, -1707.0
102.75, -1658.2486572265625, -1821.146484375, -1707.0
103.0, -1605.2486572265625, -1820.53759765625, -1720.0
103.25, -1605.2486572265625, -1830.4901123046875, -1720.0
103.5, -1605.2486572265625, -1834.9403076171875, -1720.0
103.75, -1605.2486572265625, -1835.9512939453125, -1720.0
104.0, -1605.2486572265625, -1835.9876708984375, -1720.0
104.25, -1605.2486572265625, -1829.4345703125, -1706.0
104.5, -1605.2486572265625, -1816.752685546875, -1693.0
104.75, -1605.2486572265625, -1806.464599609375, -1693.0
105.0, -1605.2486572265625, -1805.4918212890625, -1693.0
105.25, -1605.2486572265625, -1811.0736083984375, -1693.0
105.5, -1605.2486572265625, -1807.8304443359375, -1693.0
105.75, -1605.2486572265625, -1805.7000732421875, -1693.0
106.0, -1605.2486572265625, -1806.852783203125, -1693.0
106.25, -1605.2486572265625, -1804.417236328125, -1693.0
106.5, -1605.2486572265625, -1807.20947265625, -1693.0
106.75, -1605.2486572265625, -1810.2977294921875, -1693.0
107.0, -1552.9986572265625, -1813.32666015625, -1676.0
107.25, -1552.9986572265625, -1779.5115966796875, -1638.0
107.5, -1552.9986572265625, -1744.1571044921875, -1621.0
107.75, -1552.9986572265625, -1733.311279296875, -1621.0
108.0, -1552.9986572265625, -1733.77734375, -1621.0
108.25, -1552.9986572265625, -1741.1312255859375, -1621.0
108.5, -1552.9986572265625, -1745.7796630859375, -1621.0
108.75, -1552.9986572265625, -1741.676025390625, -1621.0
109.0, -1552.9986572265625, -1734.7911376953125, -1621.0
109.25, -1552.9986572265625, -1739.9080810546875, -1621.0
109.5, -1552.9986572265625, -1738.178466796875, -1621.0
109.75, -1552.9986572265625, -1736.7662353515625, -1621.0
110.0, -1552.9986572265625, -1745.5028076171875, -1621.0
110.25, -1552.9986572265625, -1737.22216796875, -1621.0
110.5, -1552.9986572265625, -1737.424560546875, -1621.0
110.75, -1552.9986572265625, -1740.9031982421875, -1621.0
111.0, -1500.2486572265625, -1735.23291015625, -1621.0
111.25, -1500.2486572265625, -1708.6087646484375, -1563.0
111.5, -1500.2486572265625, -1684.0380859375, -1554.0
111.75, -1500.2486572265625, -1670.83642578125, -1554.0
112.0, -1500.2486572265625, -1680.5125732421875, -1554.0
112.25, -1500.2486572265625, -1669.935791015625, -1554.0
112.5, -1500.2486572265625, -1673.6016845703125, -1554.0
112.75, -1500.2486572265625, -1668.335205078125, -1554.0
113.0, -1500.2486572265625, -1670.028076171875, -1554.0
113.25, -1500.2486572265625, -1675.3028564453125, -1554.0
113.5, -1500.2486572265625, -1671.56787109375, -1554.0
113.75, -1500.2486572265625, -1675.4146728515625, -1554.0
114.0, -1500.2486572265625, -1674.29638671875, -1554.0
114.25, -1500.2486572265625, -1670.472900390625, -1554.0
114.5, -1500.2486572265625, -1674.9825439453125, -1554.0
114.75, -1500.2486572265625, -1674.295166015625, -1554.0
115.0, -1447.2486572265625, -1656.0047607421875, -1526.0
115.25, -1447.2486572265625, -1635.873291015625, -1493.0
115.5, -1447.2486572265625, -1618.3438720703125, -1493.0
115.75, -1447.2486572265625, -1615.71435546875, -1493.0
116.0, -1447.2486572265625, -1610.1663818359375, -1493.0
116.25, -1447.2486572265625, -1615.5614013671875, -1493.0
116.5, -1447.2486572265625, -1615.1063232421875, -1493.0
116.75, -1447.2486572265625, -1608.8345947265625, -1493.0
117.0, -1447.2486572265625, -1611.822998046875, -1493.0
117.25, -1447.2486572265625, -1612.53564453125, -1493.0
117.5, -1447.2486572265625, -1610.8388671875, -1493.0
117.75, -1447.2486572265625, -1612.88427734375, -1493.0
118.0, -1447.2486572265625, -1615.37158203125, -1493.0
118.25, -1447.2486572265625, -1614.6925048828125, -1493.0
118.5, -1447.2486572265625, -1614.789794921875, -1493.0
118.75, -1447.2486572265625, -1610.2435302734375, -1493.0
119.0, -1394.2486572265625, -1609.9757080078125, -1495.0
119.25, -1394.2486572265625, -1607.09912109375, -1469.0
119.5, -1394.2486572265625, -1586.2913818359375, -1458.0
119.75, -1394.2486572265625, -1580.420166015625, -1458.0
120.0, -1394.2486572265625, -1577.146728515625, -1458.0
120.25, -1394.2486572265625, -1572.446533203125, -1458.0
120.5, -1394.2486572265625, -1566.8463134765625, -1458.0
120.75, -1394.2486572265625, -1574.591064453125, -1458.0
121.0, -1394.2486572265625, -1570.0924072265625, -1458.0
121.25, -1394.2486572265625, -1568.346923828125, -1458.0
121.5, -1394.2486572265625, -1573.3619384765625, -1458.0
121.75, -1394.2486572265625, -1578.46826171875, -1458.0
122.0, -1394.2486572265625, -1572.419677734375, -1458.0
122.25, -1394.2486572265625, -1574.160400390625, -1458.0
122.5, -1394.2486572265625, -1575.390869140625, -1458.0
122.75, -1394.2486572265625, -1570.2537841796875, -1458.0
123.0, -1326.2481689453125, -1566.3433837890625, -1435.0
123.25, -1326.2481689453125, -1541.11474609375, -1408.0
123.5, -1326.2481689453125, -1522.4727783203125, -1399.0
123.75, -1326.2481689453125, -1512.228759765625, -1399.0
124.0, -1326.2481689453125, -1510.3824462890625, -1399.0
124.25, -1326.2481689453125, -1507.7086181640625, -1399.0
124.5, -1326.2481689453125, -1510.00830078125, -1399.0
124.75, -1326.2481689453125, -1509.0316162109375, -1399.0
125.0, -1326.2481689453125, -1515.5369873046875, -1399.0
125.25, -1326.2481689453125, -1511.9293212890625, -1399.0
125.5, -1326.2481689453125, -1518.430419921875, -1399.0
125.75, -1326.2481689453125, -1512.0537109375, -1399.0
