Time, Solar house 1.Inverter.P, ESS.Inverter.P, ESS.Lithium Batteries.Li Cells Series 1.SOC, Solar house 2.Inverter.P, ESS.Inverter.Controller.Pref, Solar house 2.Inverter.Controller.Pref
0.0, 651.0100708007812, 6740.61572265625, 0.4999964237213135, 650.8932495117188, 7000.0, 1000.0
0.25, 162.6576690673828, 6684.61083984375, 0.49998703598976135, 162.79769897460938, 7000.0, 1000.0
0.5, 1066.2091064453125, 6731.45556640625, 0.49997830390930176, 1066.6077880859375, 7000.0, 1000.0
0.75, 1333.1875, 6887.619140625, 0.49996936321258545, 1333.2354736328125, 7000.0, 1000.0
1.0, 1108.1396484375, 6961.59326171875, 0.499960333108902, 1108.0006103515625, 7000.0, 1000.0
1.25, 1024.7213134765625, 6985.9365234375, 0.49995118379592896, 1024.576416015625, 7000.0, 1000.0
1.5, 1031.97314453125, 6995.86181640625, 0.49994218349456787, 1031.976318359375, 7000.0, 1000.0
1.75, 1036.3668212890625, 6998.89306640625, 0.4999331831932068, 1036.38037109375, 7000.0, 1000.0
2.0, 1031.1641845703125, 7000.50537109375, 0.4999242126941681, 1031.19384765625, 7000.0, 1000.0
2.25, 1024.585693359375, 7002.0888671875, 0.499915212392807, 1024.5323486328125, 7000.0, 1000.0
2.5, 1020.8342895507812, 6999.4365234375, 0.4999062120914459, 1020.8145751953125, 7000.0, 1000.0
2.75, 1018.6865234375, 7008.65625, 0.4998972415924072, 1057.728515625, 8000.0, 2000.0
3.0, 1015.9663696289062, 7760.27001953125, 0.4998878240585327, 1755.2637939453125, 8000.0, 2000.0
3.25, 1013.6446533203125, 8057.0771484375, 0.4998776614665985, 2118.3798828125, 8000.0, 2000.0
3.5, 1011.357177734375, 7944.3681640625, 0.4998675286769867, 2138.52880859375, 8000.0, 2000.0
3.75, 1078.125244140625, 8025.92919921875, 0.4998573362827301, 2011.47509765625, 8000.0, 2000.0
4.0, 1755.519775390625, 7986.65380859375, 0.4998471736907959, 1979.097412109375, 8000.0, 2000.0
4.25, 2118.82177734375, 8002.3740234375, 0.4998370110988617, 2005.8319091796875, 8000.0, 2000.0
4.5, 2132.766357421875, 8001.7568359375, 0.49982693791389465, 2017.265625, 8000.0, 2000.0
4.75, 2006.1392822265625, 8002.32373046875, 0.4998168349266052, 2010.234375, 8000.0, 2000.0
5.0, 1976.0689697265625, 8001.423828125, 0.4998067617416382, 2004.748291015625, 8000.0, 2000.0
5.25, 2002.9161376953125, 7996.57275390625, 0.49979668855667114, 2004.902099609375, 8000.0, 2000.0
5.5, 2014.0960693359375, 7996.6181640625, 0.4997865557670593, 2005.2171630859375, 8000.0, 2000.0
5.75, 2009.0697021484375, 7996.74658203125, 0.49977636337280273, 2004.9686279296875, 8000.0, 2000.0
6.0, 2005.073486328125, 7999.21533203125, 0.49976614117622375, 2004.9044189453125, 8000.0, 2000.0
6.25, 2003.9486083984375, 8001.93017578125, 0.49975594878196716, 2003.6365966796875, 8000.0, 2000.0
6.5, 2003.8175048828125, 7996.0166015625, 0.4997456669807434, 2002.824462890625, 8000.0, 2000.0
6.75, 2003.85546875, 7957.0263671875, 0.4997354745864868, 2091.59423828125, 6000.0, 2640.0
7.0, 2003.1484375, 6240.6396484375, 0.49972665309906006, 2498.150634765625, 6000.0, 2640.0
7.25, 2003.94921875, 6082.75048828125, 0.49971872568130493, 2755.692626953125, 6000.0, 2640.0
7.5, 2002.1905517578125, 6015.00830078125, 0.4997110068798065, 2720.22705078125, 6000.0, 2640.0
7.75, 2003.2994384765625, 6002.60693359375, 0.4997033178806305, 2602.114013671875, 6000.0, 2640.0
8.0, 2001.84814453125, 6000.53173828125, 0.49969568848609924, 2599.327880859375, 6000.0, 2640.0
8.25, 2001.6126708984375, 6000.26123046875, 0.49968817830085754, 2650.099609375, 6000.0, 2640.0
8.5, 2001.7880859375, 5998.38232421875, 0.4996805787086487, 2651.65576171875, 6000.0, 2640.0
8.75, 2145.462158203125, 6000.04931640625, 0.49967294931411743, 2631.08154296875, 6000.0, 2640.0
9.0, 2520.250732421875, 6000.10888671875, 0.49966543912887573, 2632.09228515625, 6000.0, 2640.0
9.25, 2762.404541015625, 5998.74755859375, 0.49965783953666687, 2640.489501953125, 6000.0, 2640.0
9.5, 2710.150390625, 5997.6533203125, 0.4996502995491028, 2641.3876953125, 6000.0, 2640.0
9.75, 2597.617431640625, 5998.6923828125, 0.4996427595615387, 2637.87744140625, 6000.0, 2640.0
10.0, 2602.3349609375, 5999.4033203125, 0.4996351897716522, 2638.34619140625, 6000.0, 2640.0
10.25, 2652.987548828125, 6001.4921875, 0.49962756037712097, 2640.5517578125, 6000.0, 2640.0
10.5, 2650.34912109375, 6002.57421875, 0.4996200501918793, 2640.387939453125, 6000.0, 2640.0
10.75, 2628.92041015625, 5765.90869140625, 0.4996125102043152, 2435.876220703125, 5000.0, 1930.0
11.0, 2631.842041015625, 5121.03759765625, 0.49960580468177795, 2020.1427001953125, 5000.0, 1930.0
11.25, 2643.126220703125, 5026.81982421875, 0.49959948658943176, 1804.87548828125, 5000.0, 1930.0
11.5, 2642.638427734375, 5009.314453125, 0.49959325790405273, 1861.05859375, 5000.0, 1930.0
11.75, 2637.56689453125, 5000.87109375, 0.4995869994163513, 1942.918212890625, 5000.0, 1930.0
12.0, 2638.89697265625, 5002.29736328125, 0.4995807409286499, 1946.1363525390625, 5000.0, 1930.0
12.25, 2639.9384765625, 4998.466796875, 0.4995744526386261, 1926.0224609375, 5000.0, 1930.0
12.5, 2640.220703125, 4998.9169921875, 0.49956828355789185, 1923.1068115234375, 5000.0, 1930.0
12.75, 2640.403564453125, 4999.11083984375, 0.4995620548725128, 1928.31787109375, 5000.0, 1930.0
13.0, 2640.966552734375, 4999.482421875, 0.4995558559894562, 1930.5531005859375, 5000.0, 1930.0
