Time, Ptotal,regD,Time regD,Power
20926,9999.999023,,,
20926.25,9999.999023,,,
20926.5,9999.999023,,,
20926.75,9999.999023,,,
20927,9999.999023,,,
20927.25,9999.999023,,,
20927.5,9999.999023,,,
20927.75,9999.999023,,,
20928,9999.999023,,,
20928.25,9999.999023,,,
20928.5,9999.999023,,,
20928.75,9999.999023,,,
20929,9999.999023,,,
20929.25,9999.999023,,,
20929.5,9999.999023,,,
20929.75,9999.999023,,,
20930,9999.999023,,,
20930.25,9999.999023,,,
20930.5,9999.999023,-0.357200265,20930.5,6427.99735
20930.75,9999.999023,-0.36538041,20932.5,6346.1959
20931,9999.999023,-0.36314197,20934.5,6368.5803
20931.25,9999.999023,-0.360903498,20936.5,6390.96502
20931.5,9999.999023,-0.358665058,20938.5,6413.34942
20931.75,9999.999023,-0.356426618,20940.5,6435.73382
20932,9999.999023,-0.344836609,20942.5,6551.63391
20932.25,9999.999023,-0.333246601,20944.5,6667.53399
20932.5,9999.999023,-0.311513485,20946.5,6884.86515
20932.75,9999.999023,-0.289780339,20948.5,7102.19661
20933,9999.999023,-0.283356554,20950.5,7166.43446
20933.25,9999.999023,-0.27693277,20952.5,7230.6723
20933.5,9999.999023,-0.270508986,20954.5,7294.91014
20933.75,9999.999023,-0.264085217,20956.5,7359.14783
20934,9999.999023,-0.257661433,20958.5,7423.38567
20934.25,9999.999023,-0.258352184,20960.5,7416.47816
20934.5,9999.999023,-0.259042951,20962.5,7409.57049
20934.75,9947.737305,-0.259733701,20964.5,7402.66299
20935,9751.644531,-0.260424452,20966.5,7395.75548
20935.25,9651.892578,-0.246599702,20968.5,7534.00298
20935.5,9463.487305,-0.232774935,20970.5,7672.25065
20935.75,9340.395508,-0.218950185,20972.5,7810.49815
20936,9310.288086,-0.197101363,20974.5,8028.98637
20936.25,9097.108398,-0.175252556,20976.5,8247.47444
20936.5,8744.27832,-0.153403733,20978.5,8465.96267
20936.75,8477.027344,-0.131554919,20980.5,8684.45081
20937,8356.080078,-0.125743138,20982.5,8742.56862
20937.25,8217.197266,-0.119931364,20984.5,8800.68636
20937.5,8190.580078,-0.114119583,20986.5,8858.80417
20937.75,7915.192383,-0.123700116,20988.5,8762.99884
20938,7590.495605,-0.133280642,20990.5,8667.19358
20938.25,7545.377441,-0.142861175,20992.5,8571.38825
20938.5,7517.229004,-0.136943604,20994.5,8630.56396
20938.75,7471.297852,-0.131026017,20996.5,8689.73983
20939,7470.953613,-0.125108439,20998.5,8748.91561
20939.25,7470.953613,-0.106216126,21000.5,8937.83874
20939.5,7429.601074,-0.087323821,21002.5,9126.76179
20939.75,7369.936523,-0.068431508,21004.5,9315.68492
20940,7337.584473,-0.049539203,21006.5,9504.60797
20940.25,7337.584473,-0.030646891,21008.5,9693.53109
20940.5,7337.584473,-0.000482823,21010.5,9995.17177
20940.75,7170.084473,0.015711061,21012.5,10157.11061
20941,7170.084473,0.042560474,21014.5,10425.60474
20941.25,7170.084473,0.042560474,21016.5,10425.60474
20941.5,7170.084473,0.085195625,21018.5,10851.95625
