Time, Ptotal,regD,Time regD,Power
21941.25,7137.92627,0.963963718,22098.75,19639.63718
21941.5,7137.92627,0.975214043,22100.75,19752.14043
21941.75,7137.92627,0.976906939,22102.75,19769.06939
21942,7137.92627,0.978599834,22104.75,19785.99834
21942.25,7137.92627,0.98029273,22106.75,19802.9273
21942.5,7137.92627,0.981985626,22108.75,19819.85626
21942.75,7137.92627,0.983678522,22110.75,19836.78522
21943,7137.92627,0.985371418,22112.75,19853.71418
21943.25,7137.92627,0.98854579,22114.75,19885.4579
21943.5,7149.51416,0.991720228,22116.75,19917.20228
21943.75,7166.099121,0.9948946,22118.75,19948.946
21944,7203.838867,0.98939908,22120.75,19893.9908
21944.25,7231.308105,0.983903561,22122.75,19839.03561
21944.5,7273.015625,0.983903561,22124.75,19839.03561
21944.75,7300.632813,0.983,22126.75,19830
21945,7322.408691,0.984,22128.75,19840
21945.25,7346.562988,0.984,22130.75,19840
21945.5,7366.96875,0.984,22132.75,19840
21945.75,7379.608887,0.985,22134.75,19850
21946,7470.865234,0.985,22136.75,19850
21946.25,7479.842773,0.985,22138.75,19850
21946.5,7494.837402,0.986,22140.75,19860
21946.75,7494.837402,0.987,22142.75,19870
21947,7502.359863,0.987,22144.75,19870
21947.25,7502.304688,0.987,22146.75,19870
21947.5,7502.304688,0.988,22148.75,19880
21947.75,7519.996582,0.989,22150.75,19890
21948,7527.803711,0.989,22152.75,19890
21948.25,7527.803711,0.988584709,22154.75,19885.84709
21948.5,7527.803711,0.996576402,22156.75,19965.76402
21948.75,7531.851074,0.98332704,22158.75,19833.2704
21949,7547.124512,0.970077678,22160.75,19700.77678
21949.25,7547.124512,,,
21949.5,7547.124512,,,
21949.75,7553.602051,,,
21950,7560.098633,,,
21950.25,7560.098633,,,
21950.5,7560.098633,,,
21950.75,7560.098633,,,
21951,7560.098633,,,
21951.25,7560.098633,,,
21951.5,7560.098633,,,
21951.75,7560.098633,,,
21952,7560.098633,,,
21952.25,7560.098633,,,
21952.5,7560.098633,,,
21952.75,7560.098633,,,
21953,7560.098633,,,
21953.25,7560.098633,,,
21953.5,7560.098633,,,
21953.75,7560.098633,,,
21954,7560.098633,,,
21954.25,7560.098633,,,
21954.5,7560.098633,,,
21954.75,7560.098633,,,
21955,7560.098633,,,
21955.25,7560.098633,,,
21955.5,7560.098633,,,
21955.75,7560.098633,,,
21956,7560.098633,,,
21956.25,7560.098633,,,
21956.5,7560.098633,,,
21956.75,7560.098633,,,
21957,7560.098633,,,
21957.25,7560.098633,,,
21957.5,7560.098633,,,
21957.75,7560.098633,,,
21958,7560.098633,,,
21958.25,7560.098633,,,
21958.5,7560.098633,,,
21958.75,7560.098633,,,
21959,7560.098633,,,
21959.25,7560.098633,,,
21959.5,7560.098633,,,
21959.75,7560.098633,,,
21960,7560.098633,,,
21960.25,7560.098633,,,
21960.5,7560.098633,,,
21960.75,7560.098633,,,
21961,7560.098633,,,
21961.25,7560.098633,,,
21961.5,7560.098633,,,
21961.75,7560.098633,,,
21962,7560.098633,,,
21962.25,7560.098633,,,
21962.5,7560.098633,,,
21962.75,7560.098633,,,
21963,7560.098633,,,
21963.25,7560.098633,,,
21963.5,7567.910156,,,
21963.75,7593.48584,,,
21964,7634,,,
21964.25,7741.961426,,,
21964.5,7829.645996,,,
21964.75,7956.79834,,,
21965,8035.776367,,,
21965.25,8071.932617,,,
21965.5,8143.419434,,,
21965.75,8207.433594,,,
21966,8309.237305,,,
21966.25,8461.736328,,,
21966.5,8492.115234,,,
21966.75,8518.742188,,,
21967,8520.40332,,,
21967.25,8607.69043,,,
21967.5,8607.695313,,,
21967.75,8613.916992,,,
21968,8668.032227,,,
21968.25,8686.347656,,,
21968.5,8686.347656,,,
