Time, Ptotal,Regd,Time regD
2012.25,17050.65234,,
2012.5,17050.65234,,
2012.75,17050.65234,,
2013,17050.65234,,
2013.25,17050.65234,,
2013.5,17173.92188,,
2013.75,17242.18945,,
2014,17404.71875,,
2014.25,17546.20117,,
2014.5,17569.72852,,
2014.75,17672.0625,,
2015,17779.51367,,
2015.25,17844.88867,,
2015.5,18073.49219,,
2015.75,18086.86719,,
2016,18152.98828,,
2016.25,18160.41016,,
2016.5,18368.45703,,
2016.75,18368.45703,,
2017,18400.30273,,
2017.25,18423.51953,,
2017.5,18446.83984,,
2017.75,18446.83984,,
2018,18446.83984,,
2018.25,18446.83984,,
2018.5,18541.1582,,
2018.75,18541.1582,,
2019,18541.1582,,
2019.25,18541.1582,,
2019.5,18612.98633,,
2019.75,18612.98633,,
2020,18612.98633,,
2020.25,18612.98633,,
2020.5,18612.98633,,
2020.75,18612.98633,,
2021,18612.98633,,
2021.25,18612.98633,,
2021.5,18612.98633,,
2021.75,18612.98633,,
2022,18612.98633,,
2022.25,18612.98633,,
2022.5,18612.98633,,
2022.75,18612.98633,,
2023,18612.98633,,
2023.25,18612.98633,,
2023.5,18612.98633,,
2023.75,18612.98633,,
2024,18612.98633,,
2024.25,18612.98633,,
2024.5,18612.98633,,
2024.75,18612.98633,,
2025,18612.98633,,
2025.25,18612.98633,,
2025.5,18612.98633,,
2025.75,18612.98633,,
2026,18612.98633,,
2026.25,18612.98633,,
2026.5,18612.98633,,
2026.75,18612.98633,,
2027,18612.98633,,
2027.25,18612.98633,,
2027.5,18612.98633,,
2027.75,18612.98633,,
2028,18612.98633,,
2028.25,18612.98633,,
2028.5,18612.98633,,
2028.75,18612.98633,,
2029,18612.98633,,
2029.25,18612.98633,,
2029.5,18612.98633,,
2029.75,18612.98633,,
2030,18612.98633,,
2030.25,18612.98633,,
2030.5,18612.98633,,
2030.75,18612.98633,,
2031,18612.98633,,
2031.25,18612.98633,,
2031.5,18612.98633,,
2031.75,18612.98633,,
2032,18612.98633,,
2032.25,18612.98633,,
2032.5,18612.98633,,
2032.75,18612.98633,,
2033,18612.98633,,
2033.25,18612.98633,,
2033.5,18661.76367,,
2033.75,18700.38086,,
2034,18749.65234,,
2034.25,18830.31055,,
2034.5,18920.73828,,
2034.75,18925.29883,,
2035,19018.67578,,
2035.25,19136.18555,,
2035.5,19191.88281,,
2035.75,19312.11133,,
2036,19376.18555,,
2036.25,19384.57031,,
2036.5,19453.24219,,
2036.75,19540.94727,,
2037,19557.76367,,
2037.25,19563.20703,,
2037.5,19585.82227,,
2037.75,19596.12305,,
2038,19596.12305,,
2038.25,19596.12305,,
2038.5,19645.85547,,
2038.75,19645.85547,,
2039,19645.85547,,
2039.25,19645.85547,,
2039.5,19711.6582,,
2039.75,19712.83594,,
2040,19712.83594,,
2040.25,19712.83594,,
2040.5,19712.83594,,
2040.75,19712.83594,,
2041,19712.83594,,
2041.25,19712.83594,,
2041.5,19712.83594,,
2041.75,19712.83594,,
2042,19712.83594,,
2042.25,19712.83594,,
2042.5,19712.83594,,
2042.75,19712.83594,,
2043,19712.83594,,
2043.25,19712.83594,,
2043.5,19712.83594,,
2043.75,19712.83594,,
2044,19712.83594,,
2044.25,19712.83594,,
2044.5,19712.83594,,
2044.75,19712.83594,,
2045,19712.83594,,
2045.25,19712.83594,,
2045.5,19712.83594,,
2045.75,19712.83594,,
2046,19712.83594,,
2046.25,19712.83594,,
2046.5,19712.83594,,
2046.75,19712.83594,,
2047,19712.83594,,
2047.25,19712.83594,,
2047.5,19712.83594,,
2047.75,19712.83594,,
2048,19712.83594,,
2048.25,19712.83594,,
2048.5,19712.83594,,
2048.75,19712.83594,,
2049,19712.83594,,
2049.25,19712.83594,,
2049.5,19712.83594,,
2049.75,19712.83594,,
2050,19712.83594,,
2050.25,19712.83594,,
2050.5,19712.83594,,
2050.75,19712.83594,,
2051,19712.83594,,
2051.25,19712.83594,,
2051.5,19712.83594,,
2051.75,19712.83594,,
2052,19712.83594,,
2052.25,19712.83594,,
2052.5,19712.83594,,
2052.75,19712.83594,,
2053,19712.83594,,
2053.25,19712.83594,,
2053.5,19712.83594,,
2053.75,19718.42578,,
2054,19719.35156,,
2054.25,19724.08984,,
2054.5,19727.39258,,
2054.75,19730.82227,,
2055,19733.73047,,
2055.25,19736.5625,,
2055.5,19744.61133,,
2055.75,19751.94727,,
2056,19754.74414,,
2056.25,19758.58203,,
2056.5,19758.58203,,
2056.75,19770.66602,,
2057,19771.49805,,
2057.25,19772.86328,,
2057.5,19772.88672,,
2057.75,19774.98438,,
2058,19774.98438,,
2058.25,19774.98438,,
2058.5,19774.98438,,
2058.75,19778.13086,,
2059,19778.13086,,
2059.25,19778.13086,,
2059.5,19778.13086,,
2059.75,19781.2793,,
2060,19781.2793,,
2060.25,19781.2793,,
2060.5,19781.2793,,
2060.75,19782.33008,,
2061,19782.33008,,
2061.25,19782.33008,,
2061.5,19782.33008,,
2061.75,19782.33008,,
2062,19782.33008,,
2062.25,19782.33008,,
2062.5,19782.33008,,
2062.75,19782.33008,,
2063,19782.33008,,
2063.25,19782.33008,,
2063.5,19782.33008,,
2063.75,19782.33008,,
2064,19782.33008,,
2064.25,19782.33008,,
2064.5,19782.33008,,
2064.75,19782.33008,,
2065,19782.33008,,
2065.25,19782.33008,,
2065.5,19782.33008,,
2065.75,19782.33008,,
2066,19782.33008,,
2066.25,19782.33008,,
2066.5,19782.33008,,
2066.75,19782.33008,,
2067,19782.33008,,
2067.25,19782.33008,,
2067.5,19782.33008,,
2067.75,19782.33008,,
2068,19782.33008,,
2068.25,19782.33008,,
2068.5,19782.33008,,
2068.75,19782.33008,,
2069,19782.33008,,
2069.25,19782.33008,,
2069.5,19782.33008,,
2069.75,19782.33008,,
2070,19782.33008,,
2070.25,19782.33008,,
2070.5,19782.33008,,
2070.75,19782.33008,,
2071,19782.33008,,
2071.25,19782.33008,,
2071.5,19782.33008,,
2071.75,19782.33008,,
2072,19782.33008,,
2072.25,19782.33008,,
2072.5,19782.33008,,
2072.75,19782.33008,,
2073,19782.33008,,
2073.25,19782.33008,,
2073.5,19782.33008,,
2073.75,19782.33008,,
2074,19783.25781,,
2074.25,19783.4082,,
2074.5,19784.98047,,
2074.75,19786.66211,,
2075,19788.21289,,
2075.25,19791.15625,,
2075.5,19794.61328,,
2075.75,19796.76172,,
2076,19799.51172,,
2076.25,19800.375,,
2076.5,19801.36719,,
2076.75,19801.54297,,
2077,19807.70703,,
2077.25,19807.87305,,
2077.5,19808.94531,,
2077.75,19809.4082,,
2078,19809.87305,,
2078.25,19809.87305,,
2078.5,19809.87305,,
2078.75,19810.44922,,
2079,19810.80273,,
2079.25,19810.80273,,
2079.5,19810.80273,,
2079.75,19811.14063,,
2080,19812.66211,,
2080.25,19812.66211,,
2080.5,19812.66211,,
2080.75,19812.66211,,
2081,19813.12695,,
2081.25,19813.12695,,
2081.5,19813.12695,,
2081.75,19813.12695,,
2082,19813.12695,,
2082.25,19813.12695,,
2082.5,19813.12695,,
2082.75,19813.12695,,
2083,19813.12695,,
2083.25,19813.12695,,
2083.5,19813.12695,,
2083.75,19813.12695,,
2084,19813.12695,,
2084.25,19813.12695,,
2084.5,19813.12695,,
2084.75,19813.12695,,
2085,19813.12695,,
2085.25,19813.12695,,
2085.5,19813.12695,,
2085.75,19813.12695,,
2086,19813.12695,,
2086.25,19813.12695,,
2086.5,19813.12695,,
2086.75,19813.12695,,
2087,19813.12695,,
2087.25,19813.12695,,
2087.5,19813.12695,,
2087.75,19813.12695,,
2088,19813.12695,,
2088.25,19813.12695,,
2088.5,19813.12695,,
2088.75,19813.12695,,
2089,19813.12695,,
2089.25,19813.12695,,
2089.5,19813.12695,,
2089.75,19813.12695,,
2090,19813.12695,,
2090.25,19813.12695,,
2090.5,19813.12695,,
2090.75,19813.12695,,
2091,19813.12695,,
2091.25,19813.12695,,
2091.5,19813.12695,,
2091.75,19813.12695,,
2092,19813.12695,,
2092.25,19813.12695,,
2092.5,19813.12695,,
2092.75,19813.12695,,
2093,19813.12695,,
2093.25,19813.12695,,
2093.5,19813.12695,,
2093.75,19813.12695,,
2094,19813.12695,,
2094.25,19813.12695,,
2094.5,19807.44922,,
2094.75,19794.7207,,
2095,19774.79297,,
2095.25,19761.61719,,
2095.5,19742.26367,,
2095.75,19711.14844,,
2096,19696.24609,,
2096.25,19686.38867,,
2096.5,19663.98828,,
2096.75,19651.12695,,
2097,19628.62695,,
2097.25,19584.20508,,
2097.5,19575.74023,,
2097.75,19574.36914,,
2098,19568.37109,,
2098.25,19565.92578,,
2098.5,19565.92578,,
2098.75,19565.92578,,
2099,19557.25781,,
2099.25,19553.18164,,
2099.5,19553.18164,,
2099.75,19553.18164,,
2100,19540.4668,,
2100.25,19540.4668,,
2100.5,19540.4668,,
2100.75,19540.4668,,
2101,19532.91406,,
2101.25,19532.00391,,
2101.5,19532.00391,,
2101.75,19532.00391,,
2102,19532.00391,,
2102.25,19532.00391,,
2102.5,19532.00391,,
2102.75,19532.00391,,
2103,19532.00391,,
2103.25,19532.00391,,
2103.5,19532.00391,,
2103.75,19532.00391,,
2104,19532.00391,,
2104.25,19532.00391,,
2104.5,19532.00391,,
2104.75,19532.00391,,
2105,19532.00391,,
2105.25,19532.00391,,
2105.5,19532.00391,,
2105.75,19532.00391,,
2106,19532.00391,,
2106.25,19532.00391,,
2106.5,19532.00391,,
2106.75,19532.00391,,
2107,19532.00391,,
2107.25,19532.00391,,
2107.5,19532.00391,,
2107.75,19532.00391,,
2108,19532.00391,,
2108.25,19532.00391,,
2108.5,19532.00391,,
2108.75,19532.00391,,
2109,19532.00391,,
2109.25,19532.00391,,
2109.5,19532.00391,,
2109.75,19532.00391,,
2110,19532.00391,,
2110.25,19532.00391,,
2110.5,19532.00391,,
2110.75,19532.00391,,
2111,19532.00391,,
2111.25,19532.00391,,
2111.5,19532.00391,,
2111.75,19532.00391,,
2112,19532.00391,,
2112.25,19532.00391,,
2112.5,19532.00391,,
2112.75,19532.00391,,
2113,19532.00391,,
2113.25,19532.00391,,
2113.5,19532.00391,,
2113.75,19532.00391,,
2114,19532.00391,,
2114.25,19532.00391,,
2114.5,19532.00391,,
2114.75,19507.32227,,
2115,19486.36914,,
2115.25,19402.86914,,
2115.5,19356.97656,,
2115.75,19308.54102,,
2116,19255.31055,,
2116.25,19216.82422,,
2116.5,19186.58008,,
2116.75,19142.8125,,
2117,19124.48242,,
2117.25,18991.58789,,
2117.5,18966.76563,,
2117.75,18934.9668,,
2118,18934.9668,,
2118.25,18882.60938,,
2118.5,18882.60938,,
2118.75,18882.60938,,
2119,18882.60938,,
2119.25,18837.06445,,
2119.5,18837.06445,,
2119.75,18837.06445,,
2120,18837.06445,,
2120.25,18803.14258,,
2120.5,18803.14258,,
2120.75,18803.14258,,
2121,18803.14258,,
2121.25,18780.63672,,
2121.5,18780.63672,,
2121.75,18780.63672,,
2122,18780.63672,,
2122.25,18780.63672,,
2122.5,18780.63672,,
2122.75,18780.63672,,
2123,18780.63672,,
2123.25,18780.63672,,
2123.5,18780.63672,,
2123.75,18780.63672,,
2124,18780.63672,,
2124.25,18780.63672,,
2124.5,18780.63672,,
2124.75,18780.63672,,
2125,18780.63672,,
2125.25,18780.63672,,
2125.5,18780.63672,,
2125.75,18780.63672,,
2126,18780.63672,,
2126.25,18780.63672,,
2126.5,18780.63672,,
2126.75,18780.63672,,
2127,18780.63672,,
2127.25,18780.63672,,
2127.5,18780.63672,,
2127.75,18780.63672,,
2128,18780.63672,,
2128.25,18780.63672,,
2128.5,18780.63672,,
2128.75,18780.63672,,
2129,18780.63672,,
2129.25,18780.63672,,
2129.5,18780.63672,,
2129.75,18780.63672,,
2130,18780.63672,,
2130.25,18780.63672,,
2130.5,18780.63672,,
2130.75,18780.63672,,
2131,18780.63672,,
2131.25,18780.63672,,
2131.5,18780.63672,,
2131.75,18780.63672,,
2132,18780.63672,,
2132.25,18780.63672,,
2132.5,18780.63672,,
2132.75,18780.63672,,
2133,18780.63672,,
2133.25,18780.63672,,
2133.5,18780.63672,,
2133.75,18780.63672,,
2134,18780.63672,,
2134.25,18780.63672,,
2134.5,18780.63672,,
2134.75,18780.36133,,
2135,18780.36133,,
2135.25,18779.34375,,
2135.5,18778.34375,,
2135.75,18777.5,,
2136,18775.43164,,
2136.25,18774.17383,,
2136.5,18773.89844,,
2136.75,18772.35352,,
2137,18771.4707,,
2137.25,18771.00586,,
2137.5,18767.11914,,
2137.75,18766.5957,,
2138,18766.16016,,
2138.25,18766.16016,,
2138.5,18764.87891,,
2138.75,18764.87891,,
2139,18764.87891,,
2139.25,18764.33594,,
2139.5,18764.05273,,
2139.75,18764.05273,,
2140,18764.05273,,
2140.25,18763.78906,,
2140.5,18763.22852,,
2140.75,18763.22852,,
2141,18763.22852,,
2141.25,18763.22852,,
2141.5,18762.40234,,
2141.75,18762.40234,,
2142,18762.40234,,
2142.25,18762.40234,,
2142.5,18762.40234,,
2142.75,18762.40234,,
2143,18762.40234,,
2143.25,18762.40234,,
2143.5,18762.40234,,
2143.75,18762.40234,,
2144,18762.40234,,
2144.25,18762.40234,,
2144.5,18762.40234,,
2144.75,18762.40234,,
2145,18762.40234,,
2145.25,18762.40234,,
2145.5,18762.40234,,
2145.75,18762.40234,,
2146,18762.40234,,
2146.25,18762.40234,,
2146.5,18762.40234,,
2146.75,18762.40234,,
2147,18762.40234,,
2147.25,18762.40234,,
2147.5,18762.40234,,
2147.75,18762.40234,,
2148,18762.40234,,
2148.25,18762.40234,,
2148.5,18762.40234,,
2148.75,18762.40234,,
2149,18762.40234,,
2149.25,18762.40234,,
2149.5,18762.40234,,
2149.75,18762.40234,,
2150,18762.40234,,
2150.25,18762.40234,,
2150.5,18762.40234,,
2150.75,18762.40234,,
2151,18762.40234,,
2151.25,18762.40234,,
2151.5,18762.40234,,
2151.75,18762.40234,,
2152,18762.40234,,
2152.25,18762.40234,,
2152.5,18762.40234,,
2152.75,18762.40234,,
2153,18762.40234,,
2153.25,18762.40234,,
2153.5,18762.40234,,
2153.75,18762.40234,,
2154,18762.40234,,
2154.25,18762.40234,,
2154.5,18762.40234,,
2154.75,18762.40234,,
2155,18762.40234,,
2155.25,18762.40234,,
2155.5,18613.14648,,
2155.75,18574.9082,,
2156,18462.50586,,
2156.25,18256.32422,,
2156.5,18147.31445,,
2156.75,18132.76172,,
2157,17977.88867,,
2157.25,17835.49414,,
2157.5,17686.27734,,
2157.75,17509.39453,,
2158,17442.9043,,
2158.25,17430.54688,,
2158.5,17276.53906,,
2158.75,17238.74609,,
2159,17238.74609,,
2159.25,17230.23242,,
2159.5,17148.98828,,
2159.75,17148.98828,,
2160,17148.98828,,
2160.25,17148.98828,,
2160.5,17068.94141,,
2160.75,17068.94141,,
2161,17068.94141,,
2161.25,17068.94141,,
2161.5,16990.0918,,
2161.75,16990.0918,,
2162,16990.0918,,
2162.25,16990.0918,,
2162.5,16990.0918,,
2162.75,16990.0918,,
2163,16990.0918,,
2163.25,16990.0918,,
2163.5,16990.0918,,
2163.75,16990.0918,,
2164,16990.0918,,
2164.25,16990.0918,,
2164.5,16990.0918,,
2164.75,16990.0918,,
2165,16990.0918,,
2165.25,16990.0918,,
2165.5,16990.0918,,
2165.75,16990.0918,,
2166,16990.0918,,
2166.25,16990.0918,,
2166.5,16990.0918,,
2166.75,16990.0918,,
2167,16990.0918,,
2167.25,16990.0918,,
2167.5,16990.0918,,
2167.75,16990.0918,,
2168,16990.0918,,
2168.25,16990.0918,,
2168.5,16990.0918,,
2168.75,16990.0918,,
2169,16990.0918,,
2169.25,16990.0918,,
2169.5,16990.0918,,
2169.75,16990.0918,,
2170,16990.0918,,
2170.25,16990.0918,,
2170.5,16990.0918,,
2170.75,16990.0918,,
2171,16990.0918,,
2171.25,16990.0918,,
2171.5,16990.0918,,
2171.75,16990.0918,,
2172,16990.0918,,
2172.25,16990.0918,,
2172.5,16990.0918,,
2172.75,16990.0918,,
2173,16990.0918,,
2173.25,16990.0918,,
2173.5,16990.0918,,
2173.75,16990.0918,,
2174,16990.0918,,
2174.25,16990.0918,,
2174.5,16990.0918,,
2174.75,16990.0918,,
2175,16990.0918,,
2175.25,16990.0918,,
2175.5,16992.38281,,
2175.75,17093.78125,,
2176,17137.625,,
2176.25,17226.91602,,
2176.5,17309.84961,,
2176.75,17351.58398,,
2177,17415.87891,,
2177.25,17471.625,,
2177.5,17539.06055,,
2177.75,17699.43555,,
2178,17716.85156,,
2178.25,17767.04102,,
2178.5,17767.04102,,
2178.75,17917.99414,,
2179,17917.99414,,
2179.25,17940.29492,,
2179.5,17943.16797,,
2179.75,17973.17773,,
2180,17973.17773,,
2180.25,17973.17773,,
2180.5,17973.17773,,
2180.75,18039.57227,,
2181,18039.57227,,
2181.25,18039.57227,,
2181.5,18039.57227,,
2181.75,18089.91602,,
2182,18089.91602,,
2182.25,18089.91602,,
2182.5,18089.91602,,
2182.75,18089.91602,,
2183,18089.91602,,
2183.25,18089.91602,,
2183.5,18089.91602,,
2183.75,18089.91602,,
2184,18089.91602,,
2184.25,18089.91602,,
2184.5,18089.91602,,
2184.75,18089.91602,,
2185,18089.91602,,
2185.25,18089.91602,,
2185.5,18089.91602,,
2185.75,18089.91602,,
2186,18089.91602,,
2186.25,18089.91602,,
2186.5,18089.91602,,
2186.75,18089.91602,,
2187,18089.91602,,
2187.25,18089.91602,,
2187.5,18089.91602,,
2187.75,18089.91602,,
2188,18089.91602,,
2188.25,18089.91602,,
2188.5,18089.91602,,
2188.75,18089.91602,,
2189,18089.91602,,
2189.25,18089.91602,,
2189.5,18089.91602,,
2189.75,18089.91602,,
2190,18089.91602,,
2190.25,18089.91602,,
2190.5,18089.91602,,
2190.75,18089.91602,,
2191,18089.91602,,
2191.25,18089.91602,,
2191.5,18089.91602,,
2191.75,18089.91602,,
2192,18089.91602,,
2192.25,18089.91602,,
2192.5,18089.91602,,
2192.75,18089.91602,,
2193,18089.91602,,
2193.25,18089.91602,,
2193.5,18089.91602,,
2193.75,18089.91602,,
2194,18089.91602,,
2194.25,18089.91602,,
2194.5,18089.91602,,
2194.75,18089.91602,,
2195,18089.91602,,
2195.25,18089.91602,,
2195.5,18089.91602,,
2195.75,18120.05078,,
2196,18180.29297,,
2196.25,18225.14648,,
2196.5,18312.09961,,
2196.75,18395.81445,,
2197,18412.9707,,
2197.25,18500.41602,,
2197.5,18627.86914,,
2197.75,18655.36328,,
2198,18813.36719,,
2198.25,18859.95703,,
2198.5,18888.39648,,
2198.75,18924.82031,,
2199,19046.18945,,
2199.25,19064.87305,,
2199.5,19073.43359,,
2199.75,19090.43359,,
2200,19107.48438,,
2200.25,19107.48438,,
2200.5,19107.48438,,
2200.75,19158.95313,,
2201,19158.95313,,
2201.25,19158.95313,,
2201.5,19158.95313,,
2201.75,19171.21875,,
2202,19228.31445,,
2202.25,19228.31445,,
2202.5,19228.31445,,
2202.75,19228.31445,,
2203,19228.31445,,
2203.25,19228.31445,,
2203.5,19228.31445,,
2203.75,19228.31445,,
2204,19228.31445,,
2204.25,19228.31445,,
2204.5,19228.31445,,
2204.75,19228.31445,,
2205,19228.31445,,
2205.25,19228.31445,,
2205.5,19228.31445,,
2205.75,19228.31445,,
2206,19228.31445,,
2206.25,19228.31445,,
2206.5,19228.31445,,
2206.75,19228.31445,,
2207,19228.31445,,
2207.25,19228.31445,,
2207.5,19228.31445,,
2207.75,19228.31445,,
2208,19228.31445,,
2208.25,19228.31445,,
2208.5,19228.31445,,
2208.75,19228.31445,,
2209,19228.31445,,
2209.25,19228.31445,,
2209.5,19228.31445,,
2209.75,19228.31445,,
2210,19228.31445,,
2210.25,19228.31445,,
2210.5,19228.31445,,
2210.75,19228.31445,,
2211,19228.31445,,
2211.25,19228.31445,,
2211.5,19228.31445,,
2211.75,19228.31445,,
2212,19228.31445,,
2212.25,19228.31445,,
2212.5,19228.31445,,
2212.75,19228.31445,,
2213,19228.31445,,
2213.25,19228.31445,,
2213.5,19228.31445,,
2213.75,19228.31445,,
2214,19228.31445,,
2214.25,19228.31445,,
2214.5,19228.31445,,
2214.75,19228.31445,,
2215,19228.31445,,
2215.25,19228.31445,,
2215.5,19228.31445,,
2215.75,19228.31445,,
2216,19192.27539,,
2216.25,19186.16211,,
2216.5,19163.30859,,
2216.75,19121.10938,,
2217,19092.89844,,
2217.25,19073.18359,,
2217.5,19050.19922,,
2217.75,18989.48633,,
2218,18950.26953,,
2218.25,18924.94531,,
2218.5,18892.46484,,
2218.75,18892.46484,,
2219,18834.65625,,
2219.25,18792.82031,,
2219.5,18781.10547,,
2219.75,18778.57422,,
2220,18762.80078,,
2220.25,18762.80078,,
2220.5,18762.80078,,
2220.75,18762.80078,,
2221,18739.2207,,
2221.25,18739.2207,,
2221.5,18739.2207,,
2221.75,18739.2207,,
2222,18715.73828,,
2222.25,18715.73828,,
2222.5,18715.73828,,
2222.75,18715.73828,,
2223,18707.93359,,
2223.25,18707.93359,,
2223.5,18707.93359,,
2223.75,18707.93359,,
2224,18707.93359,,
2224.25,18707.93359,,
2224.5,18707.93359,,
2224.75,18707.93359,,
2225,18707.93359,,
2225.25,18707.93359,,
2225.5,18707.93359,,
2225.75,18707.93359,,
2226,18707.93359,,
2226.25,18707.93359,,
2226.5,18707.93359,,
2226.75,18707.93359,,
2227,18707.93359,,
2227.25,18707.93359,,
2227.5,18707.93359,,
2227.75,18707.93359,,
2228,18707.93359,,
2228.25,18707.93359,,
2228.5,18707.93359,,
2228.75,18707.93359,,
2229,18707.93359,,
2229.25,18707.93359,,
2229.5,18707.93359,,
2229.75,18707.93359,,
2230,18707.93359,,
2230.25,18707.93359,,
2230.5,18707.93359,,
2230.75,18707.93359,,
2231,18707.93359,,
2231.25,18707.93359,,
2231.5,18707.93359,,
2231.75,18707.93359,,
2232,18707.93359,,
2232.25,18707.93359,,
2232.5,18707.93359,,
2232.75,18707.93359,,
2233,18707.93359,,
2233.25,18707.93359,,
2233.5,18707.93359,,
2233.75,18707.93359,,
2234,18707.93359,,
2234.25,18707.93359,,
2234.5,18707.93359,,
2234.75,18707.93359,,
2235,18707.93359,,
2235.25,18707.93359,,
2235.5,18707.93359,,
2235.75,18707.93359,,
2236,18707.93359,,
2236.25,18695.10352,,
2236.5,18693.33984,,
2236.75,18674.37891,,
2237,18658.03125,,
2237.25,18626.79102,,
2237.5,18596.90039,,
2237.75,18549.60742,,
2238,18530.15234,,
2238.25,18483.42188,,
2238.5,18465.91602,,
2238.75,18446.38672,,
2239,18446.0957,,
2239.25,18364.32227,,
2239.5,18357.26172,,
2239.75,18342.49414,,
2240,18340.98828,,
2240.25,18336.08594,,
2240.5,18336.08594,,
2240.75,18336.08594,,
2241,18336.08594,,
2241.25,18316.90625,,
2241.5,18316.90625,,
2241.75,18316.90625,,
2242,18316.90625,,
2242.25,18291.43359,,
2242.5,18291.43359,,
2242.75,18291.43359,,
2243,18291.43359,,
2243.25,18285.08398,,
2243.5,18285.08398,,
2243.75,18285.08398,,
2244,18285.08398,,
2244.25,18285.08398,,
2244.5,18285.08398,,
2244.75,18285.08398,,
2245,18285.08398,,
2245.25,18285.08398,,
2245.5,18285.08398,,
2245.75,18285.08398,,
2246,18285.08398,,
2246.25,18285.08398,,
2246.5,18285.08398,,
2246.75,18285.08398,,
2247,18285.08398,,
2247.25,18285.08398,,
2247.5,18285.08398,,
2247.75,18285.08398,,
2248,18285.08398,,
2248.25,18285.08398,,
2248.5,18285.08398,,
2248.75,18285.08398,,
2249,18285.08398,,
2249.25,18285.08398,,
2249.5,18285.08398,,
2249.75,18285.08398,,
2250,18285.08398,,
2250.25,18285.08398,,
2250.5,18285.08398,,
2250.75,18285.08398,,
2251,18285.08398,,
2251.25,18285.08398,,
2251.5,18285.08398,,
2251.75,18285.08398,,
2252,18285.08398,,
2252.25,18285.08398,,
2252.5,18285.08398,,
2252.75,18285.08398,,
2253,18285.08398,,
2253.25,18285.08398,,
2253.5,18285.08398,,
2253.75,18285.08398,,
2254,18285.08398,,
2254.25,18285.08398,,
2254.5,18285.08398,,
2254.75,18285.08398,,
2255,18285.08398,,
2255.25,18285.08398,,
2255.5,18285.08398,,
2255.75,18285.08398,,
2256,18285.08398,,
2256.25,18285.08398,,
2256.5,18285.08398,,
2256.75,18276.48438,,
2257,18261.89453,,
2257.25,18233.15039,,
2257.5,18205.42578,,
2257.75,18170.60352,,
2258,18125.33008,,
2258.25,18106.42969,,
2258.5,18088.00977,,
2258.75,18056.71484,,
2259,18038.67188,,
2259.25,18002.33008,,
2259.5,17931.08008,,
2259.75,17918.09961,,
2260,17915.99219,,
2260.25,17909.0332,,
2260.5,17905.11914,,
2260.75,17905.11914,,
2261,17905.11914,,
2261.25,17892.04492,,
2261.5,17885.52148,,
2261.75,17885.52148,,
2262,17885.52148,,
2262.25,17874.90234,,
2262.5,17865.99219,,
2262.75,17865.99219,,
2263,17865.99219,,
2263.25,17865.86328,,
2263.5,17853.01367,,
2263.75,17853.01367,,
2264,17853.01367,,
2264.25,17853.01367,,
2264.5,17853.01367,,
2264.75,17853.01367,,
2265,17853.01367,,
2265.25,17853.01367,,
2265.5,17853.01367,,
2265.75,17853.01367,,
2266,17853.01367,,
2266.25,17853.01367,,
2266.5,17853.01367,,
2266.75,17853.01367,,
2267,17853.01367,,
2267.25,17853.01367,,
2267.5,17853.01367,,
2267.75,17853.01367,,
2268,17853.01367,,
2268.25,17853.01367,,
2268.5,17853.01367,,
2268.75,17853.01367,,
2269,17853.01367,,
2269.25,17853.01367,,
2269.5,17853.01367,,
2269.75,17853.01367,,
2270,17853.01367,,
2270.25,17853.01367,,
2270.5,17853.01367,,
2270.75,17853.01367,,
2271,17853.01367,,
2271.25,17853.01367,,
2271.5,17853.01367,,
2271.75,17853.01367,,
2272,17853.01367,,
2272.25,17853.01367,,
2272.5,17853.01367,,
2272.75,17853.01367,,
2273,17853.01367,,
2273.25,17853.01367,,
2273.5,17853.01367,,
2273.75,17853.01367,,
2274,17853.01367,,
2274.25,17853.01367,,
2274.5,17853.01367,,
2274.75,17853.01367,,
2275,17853.01367,,
2275.25,17853.01367,,
2275.5,17853.01367,,
2275.75,17853.01367,,
2276,17853.01367,,
2276.25,17853.01367,,
2276.5,17853.01367,,
2276.75,17853.01367,,
2277,17859.58398,,
2277.25,17875.83203,,
2277.5,17917.51172,,
2277.75,17929.23438,,
2278,17946.4043,,
2278.25,17990.05469,,
2278.5,18011.3457,,
2278.75,18023.23047,,
2279,18042.83203,,
2279.25,18058.16211,,
2279.5,18121.28125,,
2279.75,18138.60938,,
2280,18153.02148,,
2280.25,18154.89258,,
2280.5,18181.76758,,
2280.75,18181.76758,,
2281,18181.76758,,
2281.25,18181.76758,,
2281.5,18204.6875,,
2281.75,18204.6875,,
2282,18204.6875,,
2282.25,18204.6875,,
2282.5,18221.94141,,
2282.75,18221.94141,,
2283,18221.94141,,
2283.25,18221.94141,,
2283.5,18233.47461,,
2283.75,18233.47461,,
2284,18233.47461,,
2284.25,18233.47461,,
2284.5,18233.47461,,
2284.75,18233.47461,,
2285,18233.47461,,
2285.25,18233.47461,,
2285.5,18233.47461,,
2285.75,18233.47461,,
2286,18233.47461,,
2286.25,18233.47461,,
2286.5,18233.47461,,
2286.75,18233.47461,,
2287,18233.47461,,
2287.25,18233.47461,,
2287.5,18233.47461,,
2287.75,18233.47461,,
2288,18233.47461,,
2288.25,18233.47461,,
2288.5,18233.47461,,
2288.75,18233.47461,,
2289,18233.47461,,
2289.25,18233.47461,,
2289.5,18233.47461,,
2289.75,18233.47461,,
2290,18233.47461,,
2290.25,18233.47461,,
2290.5,18233.47461,,
2290.75,18233.47461,,
2291,18233.47461,,
2291.25,18233.47461,,
2291.5,18233.47461,,
